"Sgnyea","Ctnm_en","Ctnm_id","Cttyp_en","Prvcnm_id","Prvcnm_en","Eect01","Eect02","Eect03","Eect04","Eect05","Eect06","Eect08","Eect09","Eect10","Eect11","Eect12","Eect13"
"2018","Zhangye(city)","620700","City (Sub-provincial level)","620000","Gansu (province)","131.0897","","3.7000","","10.3324","9.5123","2.5400","24.1700","73.2900","9.0000","643278.0000","75492.0000"
"2018","Pingliang(city)","620800","City (Sub-provincial level)","620000","Gansu (province)","234.1758","","4.5500","","16.1500","11.2043","2.2400","35.5900","62.1600","15.0000","1075261.0000","70029.0000"
"2018","Jiuquan(city)","620900","City (Sub-provincial level)","620000","Gansu (province)","101.7031","","2.5002","","11.7607","14.7297","3.3000","33.6500","63.0500","11.0000","731779.0000","67160.0000"
"2018","Qingyang(city)","621000","City (Sub-provincial level)","620000","Gansu (province)","269.9848","","4.5200","","16.2095","14.8230","0.2600","30.2300","69.5100","15.0000","1094169.0000","73919.0000"
"2018","Dingxi(city)","621100","City (Sub-provincial level)","620000","Gansu (province)","304.2661","","4.7434","","13.1359","7.9490","0.7200","21.7700","77.5200","13.0000","842138.0000","66545.0000"
"2018","Longnan(city)","621200","City (Sub-provincial level)","620000","Gansu (province)","288.1567","","4.6200","","16.3000","3.5600","5.4000","22.2100","72.3900","13.0000","761282.0000","58781.0000"
"2018","Linxia Hui Autonomous Prefecture","622900","City (Sub-provincial level)","620000","Gansu (province)","240.6886","","7.4600","","12.6600","","","","","11.7639","","64676.0000"
"2018","Gannan Tibetan Autonomous Prefecture","623000","City (Sub-provincial level)","620000","Gansu (province)","74.8591","","7.5493","","7.3300","","","","","6.6678","","77686.0000"
"2018","Ali Areas","542500","City (Sub-provincial level)","540000","Tibet Autonomous Region","10.9500","","","","","","","","","","",""
"2019","Anshun(city)","520400","City (Sub-provincial level)","520000","Guizhou (province)","307.0726","","","","20.1784","18.2927","0.6600","30.7700","68.5700","17.0000","1407884.0000","81854.0000"
"2019","Huangnan Tibetan Autonomous Prefecture","632300","City (Sub-provincial level)","630000","Qinghai (province)","28.0164","","","","","","","","","","194652.3000","83135.0000"
"2019","Huaian(city)","320800","City (Sub-provincial level)","320000","Jiangsu (province)","560.4800","","","","45.9323","106.2049","0.0900","44.8800","55.0400","41.0000","3178981.0000","77874.0000"
"2019","Wenshan Zhuang & Miao Autonomous Prefecture","532600","City (Sub-provincial level)","530000","Yunnan (province)","367.2000","158.4101","7.1500","","18.1001","","","","","15.2431","1397775.0000","92014.0000"
"2019","Xiaogan(city)","420900","City (Sub-provincial level)","420000","Hubei (province)","515.1500","","","","83.9803","70.6570","0.8400","51.9100","47.2500","81.0000","4190649.0000","51904.0000"
"2019","Xianyang(city)","610400","City (Sub-provincial level)","610000","Shaanxi (province)","","","","","42.7717","52.6497","0.1700","44.5600","55.2600","38.0000","2406205.0000","64021.0000"
"2019","Baoshan(city)","530500","City (Sub-provincial level)","530000","Yunnan (province)","263.0000","101.3339","4.1700","","15.5953","18.3685","0.5100","26.6500","72.8400","14.0000","1152080.0000","81222.0000"
"2019","Taizhou(city)","331000","City (Sub-provincial level)","330000","Zhejiang (province)","606.6384","","4.8000","","87.9754","130.2254","0.0600","56.9800","42.9700","83.0000","7103086.0000","85578.0000"
"2019","Shangluo(city)","611000","City (Sub-provincial level)","610000","Shaanxi (province)","250.2132","","4.0000","","19.3336","27.3469","0.2900","40.2800","59.4300","16.0000","986234.0000","59950.0000"
"2019","Guiyang(city)","520100","City (Sub-provincial level)","520000","Guizhou (province)","427.8263","","","","107.8203","","0.1000","45.6400","54.2600","99.0000","9158619.0000","92650.0000"
"2019","Kunming(city)","530100","City (Sub-provincial level)","530000","Yunnan (province)","695.0000","511.5200","6.7400","","117.2788","198.3736","0.3900","34.6300","64.9800","109.0000","10256577.0000","94063.0000"
"2019","Huangshi(city)","420200","City (Sub-provincial level)","420000","Hubei (province)","273.3400","","","","29.9740","91.4538","0.2700","53.2300","46.5000","46.0000","2556960.0000","56185.0000"
"2019","Xining(city)","630100","City (Sub-provincial level)","630000","Qinghai (province)","209.3673","","","","36.1758","40.6100","0.2900","29.3900","70.3100","33.0000","2982178.0000","91494.0000"
"2019","Chifeng(city)","150400","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","460.0000","","","","31.3158","46.8785","1.2300","24.1000","74.6700","29.0000","2265910.0000","77181.0000"
"2019","Shiyan(city)","420300","City (Sub-provincial level)","420000","Hubei (province)","346.0700","","","","69.3072","58.0268","1.1300","46.0700","52.8100","64.0000","3717193.0000","58138.0000"
"2019","Yuxi(city)","530400","City (Sub-provincial level)","530000","Yunnan (province)","238.8800","126.5586","5.7900","","18.2208","43.0572","0.5100","24.2000","75.2800","15.0000","1431478.0000","94006.0000"
"2019","Hainan(province)","632500","City (Sub-provincial level)","630000","Qinghai (province)","47.1520","","","","","","","","","","302378.0000","94555.0000"
"2019","Dehong Dai-Jingpo Autonomous Prefecture","533100","City (Sub-provincial level)","530000","Yunnan (province)","132.4000","62.9297","7.5300","","10.4711","","","","","8.4983","731205.1000","85406.0000"
"2019","Haidong Prefecture","630200","City (Sub-provincial level)","630000","Qinghai (province)","172.6074","","","","7.7987","15.7600","0.4300","15.7700","83.7900","7.0000","664661.0000","90662.0000"
"2019","Zhuzhou(city)","430200","City (Sub-provincial level)","430000","Hunan (province)","","","","","42.6459","62.8453","0.0900","51.4400","48.4700","38.0000","3105852.0000","81646.0000"
"2019","Xiangtan(city) ","430300","City (Sub-provincial level)","430000","Hunan (province)","","","","","33.8275","20.1545","0.0200","46.1500","53.8200","29.0000","2037477.0000","69324.0000"
"2019","Diqing Tibetan Autonomous Prefecture","533400","City (Sub-provincial level)","530000","Yunnan (province)","40.0300","14.8111","2.6300","","5.6847","","","","","3.4013","440636.0000","125537.0000"
"2019","Suqian(city)","321300","City (Sub-provincial level)","320000","Jiangsu (province)","592.3600","","","","41.1116","116.5305","0.1100","49.1700","50.7200","38.0000","2755581.0000","72473.0000"
"2019","Yangzhou(city)","321000","City (Sub-provincial level)","320000","Jiangsu (province)","457.1400","","","","85.8104","145.4966","0.1200","67.5500","32.3300","81.0000","6648868.0000","81837.0000"
"2019","Lijiang(city)","530700","City (Sub-provincial level)","530000","Yunnan (province)","130.2400","54.1929","4.6000","","8.5590","19.5886","1.3500","11.4300","87.2100","7.0000","729050.0000","97757.0000"
"2019","Yongzhou(city)","431100","City (Sub-provincial level)","430000","Hunan (province)","","","","","33.6716","65.6126","0.2700","31.9900","67.7300","31.0000","2060789.0000","66406.0000"
"2019","Ningbo(city)","330200","City (Prefectural level)","330000","Zhejiang (province)","608.4707","","4.7000","","158.1458","417.7900","0.0400","53.0700","46.8900","134.0000","14895493.0000","110878.0000"
"2019","Quanzhou(city)","350500","City (Sub-provincial level)","350000","Fujian (province)","760.7000","400.9000","","","129.2809","193.4127","0.0400","69.6700","30.2900","122.0000","8845869.0000","72321.0000"
"2019","Xianning(city)","421200","City (Sub-provincial level)","420000","Hubei (province)","305.2800","","","","21.0396","","0.2000","31.1600","68.6400","35.0000","1910732.0000","54950.0000"
"2019","Changzhou(city)","320400","City (Sub-provincial level)","320000","Jiangsu (province)","385.0200","","","","64.5999","238.1255","0.0500","52.6500","47.3000","60.0000","6317813.0000","104539.0000"
"2019","Xilin Gol League","152500","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","","","","","13.9327","","","","","","","87388.0000"
"2019","Lishui(city)","331100","City (Sub-provincial level)","330000","Zhejiang (province)","270.7654","","5.5000","","19.5076","25.7231","0.2300","22.3200","77.4500","18.0000","1976432.0000","110875.0000"
"2019","Liupanshui(city)","520200","City (Sub-provincial level)","520000","Guizhou (province)","353.2119","","","","25.2300","33.2888","0.1300","38.7700","61.1000","20.0000","1742320.0000","86650.0000"
"2019","Chuxiong Yi Autonomous Prefecture","532300","City (Sub-provincial level)","530000","Yunnan (province)","275.5000","128.1902","5.1200","","16.3859","","","","","13.7256","1200814.1000","88081.0000"
"2019","Nanjing(city)","320100","City (Prefectural level)","320000","Jiangsu (province)","709.8200","","","","202.5190","473.0511","0.0400","33.6900","66.2700","182.0000","23631862.0000","129605.0000"
"2019","Huanggang(city)","421100","City (Sub-provincial level)","420000","Hubei (province)","737.8100","","","","79.1195","28.6076","1.9600","57.0400","41.0000","75.0000","3726652.0000","49970.0000"
"2019","Wulanchabu(city)","150900","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","268.9100","","","","15.8014","21.9758","0.5200","17.6000","81.8800","15.0000","1174128.0000","76686.0000"
"2019","Yueyang(city)","430600","City (Sub-provincial level)","430000","Hunan (province)","","","","","50.6588","52.5987","0.5300","39.1600","60.3100","44.0000","2845636.0000","64825.0000"
"2019","Dali Bai Autonomous Prefecture","532900","City (Sub-provincial level)","530000","Yunnan (province)","361.9100","172.2692","5.5000","","22.1203","","","","","18.4317","1791160.9000","94073.0000"
"2019","Xi'an(city)","610100","City (Prefectural level)","610000","Shaanxi (province)","956.7388","","6.7900","","211.3143","210.4348","0.1500","34.7100","65.1400","197.0000","19038356.0000","96867.0000"
"2019","Hangzhou(city)","330100","City (Prefectural level)","330000","Zhejiang (province)","795.3740","","6.0000","","286.5445","350.4336","0.0400","44.9100","55.0600","266.0000","32021037.0000","120308.0000"
"2019","Jingzhou(city)","421000","City (Sub-provincial level)","420000","Hubei (province)","637.1600","","","","37.7372","161.2794","3.7400","37.6000","58.6600","34.0000","2288618.0000","67213.0000"
"2019","Tongchuan(city)","610200","City (Sub-provincial level)","610000","Shaanxi (province)","79.0363","","2.6200","","11.7634","","0.2200","42.7000","57.0800","10.0000","649560.0000","66831.0000"
"2019","Quzhou(city)","330800","City (Sub-provincial level)","330000","Zhejiang (province)","257.6325","","4.2000","","20.7942","","0.1300","31.1200","68.7500","17.0000","1992791.0000","118256.0000"
"2019","Xinganmeng","152200","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","","","","","13.5168","","","","","","","74431.0000"
"2019","Hanzhong(city)","610700","City (Sub-provincial level)","610000","Shaanxi (province)","380.9380","","2.6200","","28.9155","86.0137","0.5100","32.6800","66.8100","25.0000","1746436.0000","69926.0000"
"2019","Qujing(city)","530300","City (Sub-provincial level)","530000","Yunnan (province)","617.7700","306.6610","6.4200","","34.8104","94.1548","0.7500","38.5100","60.7400","3.0000","239131.0000","79179.0000"
"2019","Ezhou(city)","420700","City (Sub-provincial level)","420000","Hubei (province)","111.5600","","","","23.3356","12.9665","0.1300","64.7300","35.1400","22.0000","1221004.0000","56038.0000"
"2019","Longyan(city)","350800","City (Sub-provincial level)","350000","Fujian (province)","318.2400","144.5500","","","30.4249","40.8363","0.2800","36.5300","63.1900","27.0000","2100780.0000","78850.0000"
"2019","Zhenjiang(city)","321100","City (Sub-provincial level)","320000","Jiangsu (province)","270.1600","","","","37.5916","117.5323","0.1200","43.9800","55.9000","33.0000","2931452.0000","87012.0000"
"2019","Yiyang(city)","430900","City (Sub-provincial level)","430000","Hunan (province)","","","","","26.8881","29.5244","0.6600","34.9300","64.4200","22.0000","1561765.0000","69867.0000"
"2019","Yanan(city)","610600","City (Sub-provincial level)","610000","Shaanxi (province)","233.6587","","3.8300","","34.8460","40.9326","0.1900","37.4400","62.3700","28.0000","2119275.0000","74830.0000"
"2019","Zhangzhou(city)","350600","City (Sub-provincial level)","350000","Fujian (province)","522.3100","259.2200","","","51.7320","77.3392","0.8600","48.2500","50.8900","41.0000","3575265.0000","86313.0000"
"2019","Loudi(city)","431300","City (Sub-provincial level)","430000","Hunan (province)","","","","","29.8823","26.7804","0.0500","41.0700","58.8700","26.0000","1692333.0000","64347.0000"
"2019","Bayannao’er(city)","150800","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","173.9500","","","","16.5889","33.8657","4.2300","16.6400","79.1300","13.0000","1045085.0000","75879.0000"
"2019","Haikou(city)","460100","City (Sub-provincial level)","460000","Hainan (province)","182.8944","110.0962","","","53.0850","81.3214","3.8600","17.9100","78.2400","49.0000","4175965.0000","85121.0000"
"2019","Wuhan(city)","420100","City (Prefectural level)","420000","Hubei (province)","906.4000","","","","214.4215","259.5600","0.1700","40.3300","59.5000","199.0000","19521297.0000","98043.0000"
"2019","Hulunbeier(city)","150700","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","254.6200","","","","32.2052","40.5577","17.9700","21.2400","60.7900","29.0000","2193447.0000","76376.0000"
"2019","Sansha(city)","460300","City (Sub-provincial level)","460000","Hainan (province)","0.0730","0.0730","","","","","","","","","",""
"2019","Ningde(city)","350900","City (Sub-provincial level)","350000","Fujian (province)","355.6300","132.4100","","","27.4055","78.1407","0.2700","35.6300","64.0900","23.0000","1868084.0000","82982.0000"
"2019","Suizhou(city)","421300","City (Sub-provincial level)","420000","Hubei (province)","249.4800","","","","13.3644","81.8483","0.3400","41.3700","58.2900","13.0000","870187.0000","65873.0000"
"2019","Ankang(city)","610900","City (Sub-provincial level)","610000","Shaanxi (province)","303.7053","","2.3100","","21.2359","8.2725","0.2200","26.1100","73.6700","18.0000","1187748.0000","66688.0000"
"2019","Jiaxing(city)","330400","City (Sub-provincial level)","330000","Zhejiang (province)","363.6987","","5.8000","","73.9692","","0.0400","58.0400","41.9200","71.0000","6945030.0000","97767.0000"
"2019","Xiangyang","420600","City (Sub-provincial level)","420000","Hubei (province)","589.7800","","","","111.4801","51.8273","2.9300","50.2200","46.8500","51.0000","3571940.0000","69683.0000"
"2019","Nanping(city)","350700","City (Sub-provincial level)","350000","Fujian (province)","318.2600","113.9200","","","23.9662","65.7684","1.7000","31.4000","66.9000","21.0000","1615899.0000","76230.0000"
"2019","Zhangjiajie(city)","430800","City (Sub-provincial level)","430000","Hunan (province)","","","","","9.8876","15.2821","0.3700","20.0400","79.5900","8.0000","602652.0000","72258.0000"
"2019","Baotou(city)","150200","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","224.5700","","","","34.0898","98.4124","0.1500","40.1500","59.7000","32.0000","2616295.0000","81889.0000"
"2019","Chenzhou(city)","431000","City (Sub-provincial level)","430000","Hunan (province)","","","","","37.3335","50.3142","0.1800","33.4600","66.3600","32.0000","2168108.0000","67178.0000"
"2019","Yulin city","610800","City (Sub-provincial level)","610000","Shaanxi (province)","385.0340","","4.3000","","48.8673","73.5325","0.3800","39.6300","59.9800","39.0000","3215051.0000","82830.0000"
"2019","Nantong(city)","320600","City (Sub-provincial level)","320000","Jiangsu (province)","759.8200","","","","161.1410","141.0603","0.0600","76.3600","23.5800","152.0000","132092585.0000","86797.0000"
"2019","Wenzhou(city)","330300","City (Sub-provincial level)","330000","Zhejiang (province)","832.3647","","5.6000","","99.9305","255.1508","0.0600","48.9900","50.9400","94.0000","8553444.0000","90677.0000"
"2019","Xiamen","350200","City (Prefectural level)","350000","Fujian (province)","259.2400","224.2200","","","126.9027","253.1450","0.0100","52.9200","47.0700","108.0000","10942176.0000","97779.0000"
"2019","Hohhot(city)","150100","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","248.7400","","","","44.8633","124.3401","0.3500","22.7800","76.8700","43.0000","3642452.0000","84105.0000"
"2019","Taizhou city","321200","City (Sub-provincial level)","320000","Jiangsu (province)","500.5500","","","","94.6218","138.3108","0.0300","71.2100","28.7500","78.0000","6196335.0000","79895.0000"
"2019","Changsha(city)","430100","City (Sub-provincial level)","430000","Hunan (province)","","","","","136.8477","246.3100","0.0700","36.2200","63.7100","124.0000","12215173.0000","98459.0000"
"2019","Jinhua(city)","330700","City (Sub-provincial level)","330000","Zhejiang (province)","491.9333","","5.7000","","69.5327","","0.0500","47.0200","52.9300","65.0000","5915281.0000","90635.0000"
"2019","Lincang(city)","530900","City (Sub-provincial level)","530000","Yunnan (province)","253.8200","109.3710","5.4600","","14.2237","15.5029","2.5400","19.2600","78.2000","12.0000","1099681.0000","88971.0000"
"2019","Wuhai(city)","150300","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","44.1900","","","","8.4292","19.6800","0.1900","46.1100","53.7000","8.0000","662636.0000","85776.0000"
"2019","Shaoxing(city)","330600","City (Sub-provincial level)","330000","Zhejiang (province)","447.8657","","2.7000","","102.9472","139.3065","0.0300","74.6400","25.3300","99.0000","8009775.0000","80842.0000"
"2019","Danzhou(city)","469003","City (Sub-provincial level)","460000","Hainan (province)","106.4616","37.0679","","","4.0330","5.6053","1.9600","9.1200","88.9200","4.0000","328347.0000","85944.0000"
"2019","Tongliao(city)","150500","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","316.7200","","","","22.6494","43.8559","0.5500","22.6500","76.8000","21.0000","1595494.0000","75329.0000"
"2019","Guoluo Tibetan Autonomous Prefecture","632600","City (Sub-provincial level)","630000","Qinghai (province)","20.4063","","","","","","","","","","177881.6000","95471.0000"
"2019","Zunyi(city)","520300","City (Sub-provincial level)","520000","Guizhou (province)","818.9988","","","","47.7260","","0.1000","24.5300","75.3700","43.0000","4041561.0000","94643.0000"
"2019","Xuzhou(city)","320300","City (Sub-provincial level)","320000","Jiangsu (province)","1041.7300","","","","74.2053","173.7687","1.0700","38.8300","60.1000","69.0000","5415174.0000","78568.0000"
"2019","Zhaotong(city)","530600","City (Sub-provincial level)","530000","Yunnan (province)","564.5700","199.2932","9.9100","","24.2688","27.4227","0.5300","13.0700","86.4000","21.0000","1859008.0000","88764.0000"
"2019","Baoji(city)","610300","City (Sub-provincial level)","610000","Shaanxi (province)","","","","","40.2399","42.8530","0.3900","47.4000","52.2100","36.0000","2431503.0000","66984.0000"
"2019","Ordos(city)","150600","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","163.5000","","","","33.9869","58.8048","0.2300","40.2000","59.5600","33.0000","3277947.0000","99292.0000"
"2019","Fuzhou city","350100","City (Sub-provincial level)","350000","Fujian (province)","710.0800","408.5900","","","176.1930","204.1781","0.0600","56.5900","43.3600","149.0000","13289772.0000","88952.0000"
"2019","Sanming(city)","350400","City (Sub-provincial level)","350000","Fujian (province)","288.5200","107.2100","","","25.2104","","1.0400","33.9000","65.0600","22.0000","18812143.0000","86559.0000"
"2019","Alashan League","152900","City (Sub-provincial level)","150000","Inner Mongolia Autonomous Region","","","","","5.5638","","","","","","","84365.0000"
"2019","Putian(city)","350300","City (Sub-provincial level)","350000","Fujian (province)","363.5000","169.0400","","","45.1454","121.2824","0.0900","62.9700","36.9400","40.0000","2841737.0000","70204.0000"
"2019","Huzhou(city)","330500","City (Sub-provincial level)","330000","Zhejiang (province)","267.5698","","3.1000","","48.9773","141.7101","0.0500","60.3900","39.5600","42.0000","3809657.0000","89631.0000"
"2019","Suzhou(city)","320500","City (Sub-provincial level)","320000","Jiangsu (province)","722.6000","","","","291.5281","542.8833","0.0200","66.0400","33.9400","286.0000","30203453.0000","105572.0000"
"2019","Nujiang Lisu Autonomous Prefecture","533300","City (Sub-provincial level)","530000","Yunnan (province)","55.7000","19.1608","8.4900","","5.2196","","","","","4.2032","336188.8000","79008.0000"
"2019","Tongren(city)","520600","City (Sub-provincial level)","520000","Guizhou (province)","446.3834","","","","22.2209","72.8669","0.1500","9.7900","90.0500","17.0000","1467355.0000","84667.0000"
"2019","Weinan(city)","610500","City (Sub-provincial level)","610000","Shaanxi (province)","542.6273","","3.4900","","47.7882","15.3748","1.3300","39.0300","59.6400","42.0000","2288947.0000","62814.0000"
"2019","Xishuangbanna Dai Autonomous Prefecture","532800","City (Sub-provincial level)","530000","Yunnan (province)","119.6000","58.8193","6.7000","","9.9110","","","","","8.5358","726593.1000","84909.0000"
"2019","Bijie(city)","520500","City (Sub-provincial level)","520000","Guizhou (province)","937.7627","","","","33.1186","","0.3500","15.8900","83.7600","29.0000","2370363.0000","81544.0000"
"2019","Changde(city)","430700","City (Sub-provincial level)","430000","Hunan (province)","","","","","47.2685","","0.3600","37.7600","61.8700","39.0000","2799131.0000","72037.0000"
"2019","Hengyang(city)","430400","City (Sub-provincial level)","430000","Hunan (province)","","","","","50.0130","","0.1900","38.7700","61.0400","45.0000","3003195.0000","66236.0000"
"2019","Yushu Tibetan Autonomous Prefecture","632700","City (Sub-provincial level)","630000","Qinghai (province)","41.5369","","","","","","","","","","240779.3000","97604.0000"
"2019","Huaihua(city)","431200","City (Sub-provincial level)","430000","Hunan (province)","","","","","27.7761","73.8410","0.3400","18.7800","80.8800","24.0000","1751902.0000","72946.0000"
"2019","Yichang(city)","420500","City (Sub-provincial level)","420000","Hubei (province)","390.9400","","","","83.4008","110.6421","1.2700","50.1700","48.5600","81.0000","4871276.0000","60135.0000"
"2019","Haixi Mongolian-Tibetan Autonomous Prefecture","632800","City (Sub-provincial level)","630000","Qinghai (province)","40.3826","","","","","","","","","","1069625.3000","105230.0000"
"2019","Puer(city)","530800","City (Sub-provincial level)","530000","Yunnan (province)","265.2200","","6.2900","","15.5133","20.7220","3.0600","20.3700","76.5700","14.0000","1228599.0000","89834.0000"
"2019","Jingmen(city)","420800","City (Sub-provincial level)","420000","Hubei (province)","290.9500","","","","41.3504","46.6822","0.5600","51.6600","47.7800","38.0000","2222257.0000","55899.0000"
"2019","Honghe Hani & Yi Autonomous Prefecture","532500","City (Sub-provincial level)","530000","Yunnan (province)","477.5000","234.4048","5.1700","","27.4483","","","","","24.2666","1851809.3000","76722.0000"
"2019","Shaoyang(city)","430500","City (Sub-provincial level)","430000","Hunan (province)","","","","","38.2097","60.6100","0.4700","34.4900","65.0400","34.0000","2220467.0000","65835.0000"
"2019","Haibei Tibetan Autonomous Prefecture","632200","City (Sub-provincial level)","630000","Qinghai (province)","29.5568","","","","","","","","","","278108.9000","93106.0000"
"2019","Yancheng(city)","320900","City (Sub-provincial level)","320000","Jiangsu (province)","821.3500","","","","59.9436","119.9619","1.6100","41.6300","56.7600","55.0000","4697781.0000","84779.0000"
"2019","Lianyungang(city)","320700","City (Sub-provincial level)","320000","Jiangsu (province)","534.4100","","","","42.6994","","0.8200","36.7000","62.4800","44.0000","",""
"2019","Zhoushan(city)","330900","City (Sub-provincial level)","330000","Zhejiang (province)","96.5990","","1.4000","","18.6095","21.0694","0.2500","30.5500","69.2000","17.0000","1796972.0000","106441.0000"
"2019","Wuxi(city)","320200","City (Sub-provincial level)","320000","Jiangsu (province)","502.8300","","","","122.3480","248.8685","0.0700","55.8700","44.0600","112.0000","11850463.0000","105759.0000"
"2019","Sanya(city)","460200","City (Sub-provincial level)","460000","Hainan (province)","63.4369","31.6942","","","14.0196","25.0434","1.4300","7.4300","91.1400","13.0000","1162126.0000","87058.0000"
"2019","Qiandongnan Miao & Dong Autonomous Prefecture","522600","City (Sub-provincial level)","520000","Guizhou (province)","484.7311","","","","","","","","","","",""
"2019","Xiangxi Tujia and Miao Autonomous Prefecture","433100","City (Sub-provincial level)","430000","Hunan (province)","","","","","16.6834","","","","","15.1163","1101545.8000","72800.0000"
"2019","Buyi and Miao Autonomous Prefecture of Southwest Guizhou Province","522300","City (Sub-provincial level)","520000","Guizhou (province)","368.8116","","","","","","","","","","",""
"2019","Qiannan Buyi & Miao Autonomous Prefecture","522700","City (Sub-provincial level)","520000","Guizhou (province)","426.6520","","","","","","","","","","",""
"2019","Hefei(city)","340100","City (Sub-provincial level)","340000","Anhui (province)","770.4400","404.9900","8.2700","","170.9072","184.8052","0.0700","54.8200","45.1200","144.0000","13559447.0000","95156.0000"
"2019","Wuhu(city)","340200","City (Sub-provincial level)","340000","Anhui (province)","389.8400","204.5700","5.5100","","46.2462","66.2457","0.2800","51.9800","47.7400","44.0000","3456183.0000","79161.0000"
"2019","Bengbu(city)","340300","City (Sub-provincial level)","340000","Anhui (province)","386.3000","143.1400","6.7400","","27.7486","24.8660","0.2000","41.7200","58.0800","22.0000","1624569.0000","75285.0000"
"2019","Huainan(city)","340400","City (Sub-provincial level)","340000","Anhui (province)","390.8200","178.2900","4.4200","","26.5849","","1.3700","41.9600","56.6700","24.0000","2169879.0000","91156.0000"
"2019","Ma’Anshan(city)","340500","City (Sub-provincial level)","340000","Anhui (province)","229.1400","119.1600","5.4000","","27.1052","57.8334","0.1800","51.4900","48.3300","25.0000","2097590.0000","83815.0000"
"2019","Huaibei(city)","340600","City (Sub-provincial level)","340000","Anhui (province)","218.7200","120.0500","7.2200","","19.0475","52.9244","0.2700","51.6000","48.1300","17.0000","1374531.0000","78796.0000"
"2019","Tongling(city)","340700","City (Sub-provincial level)","340000","Anhui (province)","170.5800","77.2500","3.1500","","19.0651","29.5246","1.1600","53.0100","45.8300","18.0000","1354557.0000","76311.0000"
"2019","Anqing(city)","340800","City (Sub-provincial level)","340000","Anhui (province)","528.5800","173.6200","6.2400","","37.8649","","3.4900","41.1200","55.3900","33.0000","2398014.0000","71841.0000"
"2019","Huangshan(city)","341000","City (Sub-provincial level)","340000","Anhui (province)","148.9200","53.2600","4.7400","","12.9526","30.9332","0.5200","27.9700","71.5200","12.0000","947758.0000","78519.0000"
"2019","Chuzhou(city)","341100","City (Sub-provincial level)","340000","Anhui (province)","455.3500","156.8400","5.7000","","33.3834","","0.5900","49.1700","50.2400","31.0000","2330562.0000","76413.0000"
"2019","Fuyang city","341200","City (Sub-provincial level)","340000","Anhui (province)","1077.2800","263.8800","8.6700","","43.0768","182.4331","0.5900","30.5200","68.8900","39.0000","2846809.0000","73342.0000"
"2019","Suzhou","341300","City (Sub-provincial level)","340000","Anhui (province)","658.2700","160.0100","6.6100","","30.2163","62.3510","0.1600","39.6000","60.2400","27.0000","1851644.0000","67755.0000"
"2019","Liuan","341500","City (Sub-provincial level)","340000","Anhui (province)","591.0700","137.8800","6.0500","","131.3800","107.2316","3.2000","20.7500","76.0500","23.0000","1797629.0000","78842.0000"
"2019","Bozhou(city)","341600","City (Sub-provincial level)","340000","Anhui (province)","662.9900","132.9700","7.9000","","26.6620","","0.1300","30.7300","69.1300","25.0000","1621666.0000","65672.0000"
"2019","Chizhou(city)","341700","City (Sub-provincial level)","340000","Anhui (province)","162.2900","58.7600","3.3000","","10.9119","36.9553","0.4900","29.9800","69.5300","10.0000","798722.0000","79614.0000"
"2019","Xuancheng(city)","341800","City (Sub-provincial level)","340000","Anhui (province)","278.7700","82.4700","3.1100","","20.9644","46.8033","0.5600","43.6400","55.8000","19.0000","1501606.0000","77407.0000"
"2019","Nanchang(city) ","360100","City (Sub-provincial level)","360000","Jiangxi (province)","560.0556","","6.0114","","125.0904","142.6510","0.1400","52.2100","47.6500","102.0000","9021284.0000","88470.0000"
"2019","Jingdezhen(city)","360200","City (Sub-provincial level)","360000","Jiangxi (province)","168.0523","","6.8962","","14.1605","25.3397","0.1100","42.4500","57.4400","13.0000","920963.0000","71069.0000"
"2019","Pingxiang(city)","360300","City (Sub-provincial level)","360000","Jiangxi (province)","194.1326","","6.2883","","16.6059","","0.3200","43.9900","55.6900","15.0000","1153833.0000","76607.0000"
"2019","Jiujiang (city)","360400","City (Sub-provincial level)","360000","Jiangxi (province)","492.0275","","6.3679","","41.3605","","0.3400","41.2700","58.3900","38.0000","2897447.0000","77121.0000"
"2019","Xinyu(city)","360500","City (Sub-provincial level)","360000","Jiangxi (province)","119.3423","","6.3500","","12.6801","","0.2500","57.2500","42.5100","12.0000","910682.0000","78069.0000"
"2019","Yingtan(city)","360600","City (Sub-provincial level)","360000","Jiangxi (province)","118.1566","","5.9883","","14.8395","29.1795","4.9200","46.1900","48.9000","14.0000","1055808.0000","77230.0000"
"2019","Ganzhou(city)","360700","City (Sub-provincial level)","360000","Jiangxi (province)","870.8023","","6.8212","","56.5964","","0.3100","31.0400","68.6500","53.0000","3735381.0000","70640.0000"
"2019","Ji'an(city) ","360800","City (Sub-provincial level)","360000","Jiangxi (province)","495.9723","","6.8294","","40.5009","35.2106","0.9400","49.3300","49.7300","33.0000","2252751.0000","68643.0000"
