province,province_id,city,city_id,year,agriculture_population,urban_population,total_population
四川省,510000,绵阳市,510700,2012,2112541.552941177,1051278.0,4659757.050980393
四川省,510000,南充市,511300,2012,2681268.2823529406,800077.6196078431,6304223.811764708
四川省,510000,内江市,511000,2012,1700847.3803921572,417092.725490196,3693925.572549021
四川省,510000,攀枝花市,510400,2012,163750.81960784315,453479.3137254902,1221408.7098039214
四川省,510000,遂宁市,510900,2012,1685901.7921568633,440872.0,3271416.901960784
四川省,510000,雅安市,511800,2012,243229.75294117647,285566.0,1523860.5254901964
四川省,510000,宜宾市,511500,2012,815847.1294117647,405527.20392156864,4513050.0470588235
四川省,510000,资阳市,512000,2012,1184197.8470588233,156731.9137254902,2636561.729411765
四川省,510000,自贡市,510300,2012,763468.2666666667,867676.9529411765,2719416.7215686273
云南省,530000,保山市,530500,2012,806810.3647058823,690860.3568627451,2523295.5019607847
云南省,530000,昆明市,530100,2012,1096968.3921568627,4078736.062745098,6487395.4941176465
云南省,530000,丽江市,530700,2012,613183.9411764705,186534.01960784313,1247312.850980392
云南省,530000,临沧市,530900,2012,692028.325490196,391921.64313725487,2450697.6862745094
云南省,530000,普洱市,530800,2012,408215.4235294118,439095.0901960784,2560169.262745098
云南省,530000,曲靖市,530300,2012,2499481.4039215683,958351.0,5884531.086274509
云南省,530000,玉溪市,530400,2012,445513.6,952076.737254902,2329265.1137254913
云南省,530000,昭通市,530600,2012,1476318.8313725488,231126.29803921568,5247307.65490196
浙江省,330000,杭州市,330100,2012,120206.30588235294,6095753.666666667,8741225.886274515
浙江省,330000,湖州市,330500,2012,486290.6078431373,940264.8666666667,2897228.1607843135
浙江省,330000,嘉兴市,330400,2012,2053590.549019608,1865524.5215686276,4524912.549019607
浙江省,330000,金华市,330700,2012,363888.7019607843,2396239.6078431373,5416477.313725489
浙江省,330000,丽水市,331100,2012,146069.7294117647,563803.1843137254,2131814.9843137255
浙江省,330000,宁波市,330200,2012,743832.9843137256,5121358.011764706,7652571.03137255
浙江省,330000,衢州市,330800,2012,351929.37254901964,536598.0,2136309.0862745102
浙江省,330000,绍兴市,330600,2012,549026.1137254902,2758483.6156862746,4989477.984313726
浙江省,330000,台州市,331000,2012,933221.5215686274,2730355.0,6026262.901960783
浙江省,330000,温州市,330300,2012,718590.2392156863,5734626.0,9200310.658823533
浙江省,330000,舟山市,330900,2012,33524.83137254902,399603.40392156865,1092144.133333334
甘肃省,620000,甘南藏族自治州,623000,2012,500581.75686274504,113528.38823529411,693589.3921568627
甘肃省,620000,临夏回族自治州,622900,2012,1648933.5333333332,286135.1803921568,1950979.1294117647
贵州省,520000,黔东南苗族侗族自治州,522600,2012,123982.91764705883,353620.0,3509642.0000000005
贵州省,520000,黔南布依族苗族自治州,522700,2012,341974.77254901966,265295.0,3259269.219607843
贵州省,520000,黔西南布依族苗族自治州,522300,2012,789021.5725490196,226781.0,2832938.4509803923
湖北省,420000,恩施土家族苗族自治州,422800,2012,220480.81176470587,264790.07843137253,3301267.745098039
湖南省,430000,湘西土家族苗族自治州,433100,2012,165464.768627451,178548.82352941175,2570624.9294117647
吉林省,220000,延边朝鲜族自治州,222400,2012,820613.3647058824,1282977.4901960786,2293606.066666667
青海省,630000,果洛藏族自治州,632600,2012,164282.4862745098,18628.0,183277.74901960784
青海省,630000,海北藏族自治州,632200,2012,215970.2392156863,59253.0,276326.9333333333
青海省,630000,海南藏族自治州,632500,2012,352891.5058823529,84060.0,445013.06274509814
青海省,630000,海西蒙古族藏族自治州,632800,2012,174316.05882352943,184426.0,492603.1764705883
青海省,630000,黄南藏族自治州,632300,2012,242132.7333333333,19900.223529411764,262665.1215686274
青海省,630000,玉树藏族自治州,632700,2012,365014.07843137253,15748.0,387152.53333333344
四川省,510000,阿坝藏族羌族自治州,513200,2012,486056.1921568629,6523.0,903257.7960784317
四川省,510000,甘孜藏族自治州,513300,2012,859985.7490196079,42881.0,1103381.8196078432
四川省,510000,凉山彝族自治州,513400,2012,2027061.478431373,585880.0235294118,4583549.972549018
云南省,530000,楚雄彝族自治州,532300,2012,734852.2,470086.631372549,2703408.352941177
云南省,530000,大理白族自治州,532900,2012,1594727.3372549023,763200.0,3483648.6078431373
云南省,530000,德宏傣族景颇族自治州,533100,2012,677434.4901960784,284386.96470588236,1217346.443137255
云南省,530000,迪庆藏族自治州,533400,2012,196456.7568627451,35912.8862745098,415162.4
云南省,530000,红河哈尼族彝族自治州,532500,2012,1417101.2156862745,986409.7490196079,4526880.607843138
云南省,530000,怒江傈僳族自治州,533300,2012,128023.5137254902,4368.0,533262.6000000001
云南省,530000,文山壮族苗族自治州,532600,2012,1069376.8823529412,271300.0,3544145.5686274506
云南省,530000,西双版纳傣族自治州,532800,2012,267195.5176470588,86599.0,1143251.6000000003
海南省,460000,白沙黎族自治县,469025,2012,12259.066666666666,1281.6666666666667,173528.8352941176
海南省,460000,保亭黎族苗族自治县,469029,2012,10396.545098039216,3666.0,147792.2980392157
海南省,460000,昌江黎族自治县,469026,2012,98890.26274509805,34254.674509803925,225577.4392156863
海南省,460000,澄迈县,469023,2012,73757.26274509804,59226.0,470893.5960784313
海南省,460000,定安县,469021,2012,68468.61960784312,33205.407843137255,281071.5176470588
海南省,460000,东方市,469007,2012,196786.48235294118,69472.32549019608,411251.0431372549
海南省,460000,乐东黎族自治县,469027,2012,244313.6588235294,13911.0,456678.25882352935
海南省,460000,临高县,469024,2012,10320.019607843136,66591.0,432333.5490196078
海南省,460000,陵水黎族自治县,469028,2012,181730.10588235295,42609.0,322401.0705882353
海南省,460000,琼海市,469002,2012,254099.01176470588,74877.0,491114.28235294117
海南省,460000,琼中黎族苗族自治县,469030,2012,324.0,2532.0,160692.84313725494
海南省,460000,屯昌县,469022,2012,114368.14509803921,29130.0,257867.23529411756
海南省,460000,万宁市,469006,2012,202752.92156862747,51976.0,545165.4431372548
海南省,460000,文昌市,469005,2012,110316.23529411765,20970.0,541297.6784313724
海南省,460000,五指山市,469001,2012,637.0,0.0,124047.3568627451
河南省,410000,济源市,419001,2012,336968.4784313725,292816.062745098,681824.4078431372
湖北省,420000,潜江市,429005,2012,679034.6823529414,175355.81176470587,950174.4588235293
湖北省,420000,神农架林区,429021,2012,7293.0,0.0,77625.22352941177
湖北省,420000,天门市,429006,2012,1210233.7843137258,160664.39607843137,1414756.976470589
湖北省,420000,仙桃市,429004,2012,711314.8156862746,177307.11764705883,1173311.3843137254
北京市,110000,北京市,110000,2012,3139981.6705882354,1.653381068627451E7,1.975880331372549E7
上海市,310000,上海市,310000,2012,1508588.6980392158,2.0509194050980393E7,2.3204427607843135E7
天津市,120000,天津市,120000,2012,3015189.2823529416,9764152.011764705,1.2958110639215687E7
重庆市,500000,重庆市,500000,2012,1.2090122937254902E7,6457419.05882353,2.909423073333333E7
内蒙古自治区,150000,阿拉善盟,152900,2012,69864.7843137255,95970.9843137255,253436.3137254902
内蒙古自治区,150000,锡林郭勒盟,152500,2012,737572.1843137253,294723.0,1036545.3843137254
内蒙古自治区,150000,兴安盟,152200,2012,1219033.4039215688,393324.08235294116,1625442.0078431368
西藏自治区,540000,阿里地区,542500,2012,34324.24705882354,26.0,103040.49019607842
新疆维吾尔自治区,650000,阿克苏地区,652900,2012,1679262.9764705882,640591.0,2379348.223529411
新疆维吾尔自治区,650000,阿勒泰地区,654300,2012,375703.8313725492,153639.82745098037,536761.3764705883
新疆维吾尔自治区,650000,和田地区,653200,2012,1542568.6117647057,272838.0,1992092.5647058825
新疆维吾尔自治区,650000,喀什地区,653100,2012,3012972.5411764695,906881.0,4007828.0117647066
新疆维吾尔自治区,650000,塔城地区,654200,2012,865676.3176470589,356083.0470588235,1226948.031372549
广西壮族自治区,450000,百色市,451000,2012,516487.54901960783,408641.0,3490148.5803921567
广西壮族自治区,450000,北海市,450500,2012,658071.062745098,619362.6862745098,1554846.6235294116
广西壮族自治区,450000,崇左市,451400,2012,877565.7372549019,157391.0,2016177.8823529414
广西壮族自治区,450000,防城港市,450600,2012,182481.4980392157,139407.40784313725,872916.9098039216
广西壮族自治区,450000,贵港市,450800,2012,2658850.0862745107,616131.8235294118,4154237.729411764
广西壮族自治区,450000,桂林市,450300,2012,234445.66666666666,1131419.0,4786028.905882353
广西壮族自治区,450000,河池市,451200,2012,301214.78039215686,231863.5843137255,3401263.3843137263
广西壮族自治区,450000,贺州市,451100,2012,483115.36470588227,374614.0,1978387.7058823532
广西壮族自治区,450000,来宾市,451300,2012,1303605.031372549,239718.79607843136,2130256.6980392155
广西壮族自治区,450000,柳州市,450200,2012,595955.9803921568,1608404.494117647,3785103.4039215688
广西壮族自治区,450000,南宁市,450100,2012,2742050.058823529,2829789.2901960784,6705068.176470592
广西壮族自治区,450000,钦州市,450700,2012,1213766.7294117645,361257.8470588235,3093949.349019608
广西壮族自治区,450000,梧州市,450400,2012,126776.57254901962,691098.0,2901440.6666666665
广西壮族自治区,450000,玉林市,450900,2012,1879095.317647059,1796648.4470588234,5516619.898039216
内蒙古自治区,150000,巴彦淖尔市,150800,2012,1336848.5411764707,294259.0,1681944.568627451
内蒙古自治区,150000,包头市,150200,2012,609319.7333333334,2062728.0823529414,2672362.2274509813
内蒙古自治区,150000,赤峰市,150400,2012,3490673.650980392,887144.8,4385385.196078432
内蒙古自治区,150000,鄂尔多斯市,150600,2012,1636727.462745098,310056.56470588234,1983582.5098039212
内蒙古自治区,150000,呼和浩特市,150100,2012,1213937.5999999999,1673581.0,2887657.3254901962
内蒙古自治区,150000,呼伦贝尔市,150700,2012,1157115.7137254905,1264920.094117647,2620159.1372549017
内蒙古自治区,150000,通辽市,150500,2012,2642868.2862745095,528935.0,3172029.568627451
内蒙古自治区,150000,乌海市,150300,2012,103924.16078431375,316402.4823529412,511330.52549019596
内蒙古自治区,150000,乌兰察布市,150900,2012,1601079.7647058824,545573.1372549019,2157614.9921568623
宁夏回族自治区,640000,固原市,640400,2012,1105829.0666666664,40511.7568627451,1151897.878431372
宁夏回族自治区,640000,石嘴山市,640200,2012,368667.83137254906,348434.20392156864,733356.4352941177
宁夏回族自治区,640000,吴忠市,640300,2012,1005163.1725490197,329474.41568627453,1335971.8705882349
宁夏回族自治区,640000,银川市,640100,2012,901643.5176470588,1045212.0,1950157.8941176475
宁夏回族自治区,640000,中卫市,640500,2012,1001229.2117647056,149343.5843137255,1171788.2901960781
西藏自治区,540000,昌都市,540300,2012,588022.0039215687,41887.0,664051.2705882352
西藏自治区,540000,拉萨市,540100,2012,383277.45098039217,171053.0,563287.2196078432
西藏自治区,540000,林芝市,540400,2012,157999.49803921566,22631.0,504569.13725490187
西藏自治区,540000,那曲市,540600,2012,418807.24705882353,7547.0,463087.67843137245
西藏自治区,540000,日喀则市,540200,2012,607322.7882352943,22448.0,707783.3450980393
西藏自治区,540000,山南市,540500,2012,400285.274509804,17675.0,998862.011764706
新疆维吾尔自治区,650000,哈密市,650500,2012,198949.59607843138,318994.89803921565,560871.1490196077
新疆维吾尔自治区,650000,克拉玛依市,650200,2012,39890.91764705883,275476.0,337598.68235294113
新疆维吾尔自治区,650000,吐鲁番市,650400,2012,250636.2274509804,308372.0,626046.8470588236
新疆维吾尔自治区,650000,乌鲁木齐市,650100,2012,268699.76470588247,2867213.474509804,3151859.4705882347
新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,2012,605358.5725490196,536968.3843137255,1219040.1450980394
新疆维吾尔自治区,650000,博尔塔拉蒙古自治州,652700,2012,291111.38039215683,110065.93725490195,409476.42745098047
新疆维吾尔自治区,650000,昌吉回族自治州,652300,2012,954933.9215686274,463511.9333333333,1433432.8039215682
新疆维吾尔自治区,650000,克孜勒苏柯尔克孜自治州,653000,2012,330423.4392156863,140893.0,533356.3960784313
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,2012,1560382.4980392158,820901.8392156863,2399332.396078432
新疆维吾尔自治区,650000,阿拉尔市,659002,2012,160598.29019607845,6483.0,170035.36078431376
新疆维吾尔自治区,650000,北屯市,659005,2012,21082.32156862745,50993.57647058823,72111.84313725491
新疆维吾尔自治区,650000,胡杨河市,659010,2012,67035.65098039217,15629.0,82682.78431372548
新疆维吾尔自治区,650000,可克达拉市,659008,2012,87972.09411764702,0.0,88006.09411764702
新疆维吾尔自治区,650000,昆玉市,659009,2012,36261.874509803914,0.0,39001.3568627451
新疆维吾尔自治区,650000,石河子市,659001,2012,154531.631372549,219600.78431372548,374457.96862745105
新疆维吾尔自治区,650000,双河市,659007,2012,32231.933333333327,5153.239215686273,37398.20392156861
新疆维吾尔自治区,650000,铁门关市,659006,2012,52328.22352941176,11633.474509803922,65648.47450980391
新疆维吾尔自治区,650000,图木舒克市,659003,2012,97635.72941176471,38489.0,136528.7176470588
新疆维吾尔自治区,650000,五家渠市,659004,2012,62278.03137254901,26547.486274509803,88879.93333333332
新疆维吾尔自治区,650000,新星市,659011,2012,10673.46274509804,4833.388235294118,16720.85490196079
澳门特别行政区,820000,澳门特别行政区,820000,2012,0.0,375399.00392156857,519375.6078431372
香港特别行政区,810000,香港特别行政区,810000,2012,116410.09411764705,5598116.219607842,7158124.8078431375
黑龙江省,230000,大兴安岭地区,232700,2013,47122.64705882353,235143.29411764705,469550.3333333334
台湾省,710000,台湾省,710000,2013,2782607.349019608,1.737519225882353E7,2.3158433733333338E7
安徽省,340000,安庆市,340800,2013,2225344.0431372547,1031600.7411764706,4522644.819607843
安徽省,340000,蚌埠市,340300,2013,2096933.368627451,1085967.5098039214,3226214.164705883
安徽省,340000,亳州市,341600,2013,4158478.517647058,676095.0274509804,4888798.250980392
安徽省,340000,池州市,341700,2013,460625.63921568624,121847.52156862745,1394153.2078431372
安徽省,340000,滁州市,341100,2013,3076635.168627451,791360.4117647059,3986069.9764705882
安徽省,340000,阜阳市,341200,2013,6542305.392156863,1010642.9294117647,7702852.290196078
安徽省,340000,合肥市,340100,2013,3086551.5568627454,3956218.294117647,7442412.745098042
安徽省,340000,淮北市,340600,2013,1169004.0039215689,850755.8941176471,2095370.2941176472
安徽省,340000,淮南市,340400,2013,1848863.894117647,1501845.8235294116,3489743.4705882357
安徽省,340000,黄山市,341000,2013,205487.5294117647,391800.0,1377265.298039216
安徽省,340000,六安市,341500,2013,3150776.8156862753,561269.6941176471,4661647.227450981
安徽省,340000,马鞍山市,340500,2013,855113.2784313726,868641.4039215686,2223008.6196078435
安徽省,340000,宿州市,341300,2013,4632474.756862745,726831.1686274509,5441061.57254902
安徽省,340000,铜陵市,340700,2013,569139.5843137255,507368.26666666666,1617193.7215686277
安徽省,340000,芜湖市,340200,2013,1027755.5450980393,1462745.5254901962,3570158.4745098045
安徽省,340000,宣城市,341800,2013,965967.8705882352,432241.0039215686,2564537.28627451
福建省,350000,福州市,350100,2013,475007.15686274506,4815314.384313726,7208921.074509804
福建省,350000,龙岩市,350800,2013,176780.81960784312,874995.5529411765,2592308.819607843
福建省,350000,南平市,350700,2013,238444.09019607844,659346.8784313726,2675930.5725490195
福建省,350000,宁德市,350900,2013,117989.3294117647,600310.0,2835831.5058823535
福建省,350000,莆田市,350300,2013,365577.3843137255,1981171.482352941,2802140.1215686263
福建省,350000,泉州市,350500,2013,594636.2588235295,5979617.278431372,8327102.976470588
福建省,350000,三明市,350400,2013,176370.44313725492,689109.9294117647,2536176.7333333334
福建省,350000,厦门市,350200,2013,77692.80784313724,3196648.3411764707,3573326.5098039214
福建省,350000,漳州市,350600,2013,1176953.231372549,2055276.0823529412,4870909.4627450975
甘肃省,620000,白银市,620400,2013,1286855.5019607844,439138.4117647059,1747400.6823529415
甘肃省,620000,定西市,621100,2013,2362557.5098039214,364505.0,2732536.035294118
甘肃省,620000,嘉峪关市,620200,2013,15297.203921568625,150936.0,235952.38039215692
甘肃省,620000,金昌市,620300,2013,226965.49803921566,208194.98823529412,475433.41960784316
甘肃省,620000,酒泉市,620900,2013,594728.8901960785,403927.0,1110315.6117647062
甘肃省,620000,兰州市,620100,2013,933200.0078431374,2717825.0078431373,3651954.68627451
甘肃省,620000,陇南市,621200,2013,1842787.376470588,194608.0,2591863.9843137255
甘肃省,620000,平凉市,620800,2013,1861646.7372549025,213869.6980392157,2095924.0823529414
甘肃省,620000,庆阳市,621000,2013,2072166.7647058824,115688.30980392157,2236993.4509803923
甘肃省,620000,天水市,620500,2013,2446876.168627451,767998.0,3299963.807843137
甘肃省,620000,武威市,620600,2013,1439583.7686274513,358541.36862745095,1836947.4313725494
甘肃省,620000,张掖市,620700,2013,970952.9019607843,205180.7294117647,1210061.2117647056
广东省,440000,潮州市,445100,2013,165060.4156862745,1876034.8470588233,2709394.0392156867
广东省,440000,东莞市,441900,2013,62571.48235294117,7709526.5372549025,8262351.556862746
广东省,440000,佛山市,440600,2013,46121.27843137255,6103466.7960784305,7122100.2235294115
广东省,440000,广州市,440100,2013,324545.5568627451,1.0393182545098038E7,1.3011589647058815E7
广东省,440000,河源市,441600,2013,267439.24705882353,612266.0,2984004.305882353
广东省,440000,惠州市,441300,2013,437118.7333333333,2376675.588235294,4710419.11372549
广东省,440000,江门市,440700,2013,787552.0862745098,2241027.97254902,4503514.466666668
广东省,440000,揭阳市,445200,2013,559955.2470588235,3606422.74117647,5993250.411764705
广东省,440000,茂名市,440900,2013,1342926.4039215688,1525808.717647059,5896223.882352943
广东省,440000,梅州市,441400,2013,202240.77647058823,1058787.3019607845,4293991.674509805
广东省,440000,清远市,441800,2013,400773.07450980396,877650.6588235295,3754202.2
广东省,440000,汕头市,440500,2013,113785.12156862745,4689393.894117648,5414239.713725491
广东省,440000,汕尾市,441500,2013,608902.3725490196,1042955.2784313725,2970727.894117647
广东省,440000,韶关市,440200,2013,377050.2156862746,937504.4078431373,2866048.749019608
广东省,440000,深圳市,440300,2013,63038.478431372554,9805350.925490195,1.041745019607843E7
广东省,440000,阳江市,441700,2013,628729.9450980392,736362.9176470588,2456858.6705882354
广东省,440000,云浮市,445300,2013,479865.3098039217,513294.7725490196,2398101.431372548
广东省,440000,湛江市,440800,2013,2612774.2941176468,2207391.125490196,7078158.560784314
广东省,440000,肇庆市,441200,2013,409277.368627451,1206015.3803921568,3965588.4039215697
广东省,440000,中山市,442000,2013,48529.42352941177,2532149.9960784316,3196662.4274509787
广东省,440000,珠海市,440400,2013,37887.95294117647,1119022.2941176468,1599930.9568627456
贵州省,520000,安顺市,520400,2013,1343013.2862745102,341062.22352941177,2310324.560784314
贵州省,520000,毕节市,520500,2013,3682228.368627451,208104.0,6632027.098039215
贵州省,520000,贵阳市,520100,2013,495603.6156862744,2247830.2,4390438.705882354
贵州省,520000,六盘水市,520200,2013,525199.2196078432,540320.0,2884577.898039216
贵州省,520000,铜仁市,520600,2013,270798.98039215687,182432.98039215687,3149605.8784313733
贵州省,520000,遵义市,520300,2013,1329449.8470588233,672722.0745098039,6194600.60392157
海南省,460000,儋州市,460400,2013,145222.30980392158,136974.31372549018,940959.6156862741
海南省,460000,海口市,460100,2013,88730.52156862745,1252695.8588235294,2080238.5803921574
海南省,460000,三沙市,460300,2013,0.0,0.0,0.0
海南省,460000,三亚市,460200,2013,78420.12549019608,509225.0,695290.705882353
河北省,130000,保定市,130600,2013,7067170.921568629,4244624.956862745,1.1340295396078432E7
河北省,130000,沧州市,130900,2013,5692178.811764706,1472983.956862745,7174578.654901962
河北省,130000,承德市,130800,2013,2477211.298039216,737245.0,3508706.1686274507
河北省,130000,邯郸市,130400,2013,5799247.02745098,3468822.5176470582,9279322.352941176
河北省,130000,衡水市,131100,2013,3527161.807843137,869878.3450980393,4399570.152941175
河北省,130000,廊坊市,131000,2013,3300677.08627451,1106695.8666666665,4407372.9529411765
河北省,130000,秦皇岛市,130300,2013,1607044.1372549022,1389609.6627450981,3026571.337254902
河北省,130000,石家庄市,130100,2013,5216537.705882353,5034058.9215686275,1.0289202270588232E7
河北省,130000,唐山市,130200,2013,4309896.921568628,3418514.0666666664,7774494.180392156
河北省,130000,邢台市,130500,2013,5407496.8588235285,1751706.752941176,7165008.890196079
河北省,130000,张家口市,130700,2013,3120809.6627450986,1276352.0,4403412.568627452
河南省,410000,安阳市,410500,2013,3172481.6117647053,2097210.392156862,5285470.8509803945
河南省,410000,鹤壁市,410600,2013,997163.8274509804,587864.3490196079,1585683.9803921566
河南省,410000,焦作市,410800,2013,1976598.270588235,1565941.3333333335,3570147.3843137245
河南省,410000,开封市,410200,2013,3459712.756862746,1205716.8941176469,4723451.007843139
河南省,410000,洛阳市,410300,2013,3738990.0745098037,2456038.7843137253,6657827.54117647
河南省,410000,漯河市,411100,2013,1885617.0313725495,692010.5254901962,2608272.5568627454
河南省,410000,南阳市,411300,2013,8199245.74901961,1601695.7372549018,1.0432309325490193E7
河南省,410000,平顶山市,410400,2013,3364010.705882352,1450822.2431372548,4932938.278431373
河南省,410000,濮阳市,410900,2013,2827890.239215686,799501.0588235294,3630066.0039215675
河南省,410000,三门峡市,411200,2013,1351128.1019607843,659207.2705882352,2264666.6
河南省,410000,商丘市,411400,2013,6386316.509803923,1005699.1333333333,7463499.196078434
河南省,410000,新乡市,410700,2013,3916883.2901960774,1830792.7725490194,5762555.082352941
河南省,410000,信阳市,411500,2013,4611892.88627451,901457.4117647059,6196712.117647059
河南省,410000,许昌市,411000,2013,3222730.25882353,1030858.7294117647,4346729.709803922
河南省,410000,郑州市,410100,2013,3938972.4941176474,4656688.592156863,8734928.156862743
河南省,410000,周口市,411600,2013,7701767.482352941,1209378.9647058821,9022087.51372549
河南省,410000,驻马店市,411700,2013,6243764.796078431,1046414.8039215687,7330981.913725492
黑龙江省,230000,大庆市,230600,2013,1671148.6352941175,1248507.2352941176,2933539.2313725487
黑龙江省,230000,哈尔滨市,230100,2013,5267659.525490196,5278365.0,1.075808502745098E7
黑龙江省,230000,鹤岗市,230400,2013,404580.11372549017,639962.2901960784,1073001.2901960786
黑龙江省,230000,黑河市,231100,2013,1109030.768627451,472405.2823529412,1692829.9529411762
黑龙江省,230000,鸡西市,230300,2013,906401.9333333333,887728.0,1884984.6039215687
黑龙江省,230000,佳木斯市,230800,2013,1529783.3529411764,972511.7960784313,2583356.211764706
黑龙江省,230000,牡丹江市,231000,2013,1163196.6980392158,1487111.0117647059,2834039.043137255
黑龙江省,230000,七台河市,230900,2013,411050.5294117647,493500.0,924654.3921568628
黑龙江省,230000,齐齐哈尔市,230200,2013,3610933.0627450985,1809109.7098039214,5434103.192156863
黑龙江省,230000,双鸭山市,230500,2013,839760.9686274509,540953.0,1490020.2078431367
黑龙江省,230000,绥化市,231200,2013,4293235.482352941,1156692.5960784312,5499283.258823529
黑龙江省,230000,伊春市,230700,2013,216435.51372549022,664843.2862745097,1162226.3921568627
湖北省,420000,鄂州市,420700,2013,267528.92156862747,385082.71764705883,1022717.6470588233
湖北省,420000,黄冈市,421100,2013,3373387.811764706,864340.3960784314,6236275.850980392
湖北省,420000,黄石市,420200,2013,448696.41568627453,946734.2823529412,2468807.698039216
湖北省,420000,荆门市,420800,2013,1935707.4,461016.1647058824,2918556.8823529403
湖北省,420000,荆州市,421000,2013,3414988.6745098038,1190927.5843137254,5767338.1921568625
湖北省,420000,十堰市,420300,2013,444646.968627451,944471.2823529412,3393032.4
湖北省,420000,随州市,421300,2013,1326845.4,352668.0,2193415.0980392154
湖北省,420000,武汉市,420100,2013,1376745.6392156864,7296879.207843138,9953375.399999999
湖北省,420000,咸宁市,421200,2013,634445.4627450979,495742.67058823525,2492142.9647058826
湖北省,420000,襄阳市,420600,2013,3510815.7803921574,1179271.9333333333,5548913.521568627
湖北省,420000,孝感市,420900,2013,3543992.509803921,761227.6,4864232.768627452
湖北省,420000,宜昌市,420500,2013,851515.1411764706,1082848.2588235294,4099203.160784314
湖南省,430000,常德市,430700,2013,2470924.588235294,1033779.0,5783892.701960783
湖南省,430000,郴州市,431000,2013,511445.7019607843,656182.0,4639308.156862745
湖南省,430000,衡阳市,430400,2013,2712535.635294117,1114930.4235294117,7215783.039215687
湖南省,430000,怀化市,431200,2013,416399.09411764704,837071.0745098039,4787214.91372549
湖南省,430000,娄底市,431300,2013,1668704.4078431374,722774.4666666667,3834830.803921569
湖南省,430000,邵阳市,430500,2013,3629253.811764706,1051045.4509803923,7152521.380392157
湖南省,430000,湘潭市,430300,2013,395523.33725490194,1054219.125490196,2764768.803921568
湖南省,430000,益阳市,430900,2013,1426333.1607843135,671428.3058823529,4384056.078431373
湖南省,430000,永州市,431100,2013,1297934.0901960784,497252.1176470588,5265826.686274511
湖南省,430000,岳阳市,430600,2013,2047961.0274509806,1027883.3176470589,5563997.580392157
湖南省,430000,张家界市,430800,2013,38945.02352941177,100600.0,1495731.1803921566
湖南省,430000,长沙市,430100,2013,561779.2156862745,3630613.0,7132222.984313726
湖南省,430000,株洲市,430200,2013,312045.9529411765,1250451.0,3912263.803921568
吉林省,220000,白城市,220800,2013,1430701.8980392157,623961.6862745098,2058631.8941176469
吉林省,220000,白山市,220600,2013,209674.55294117643,675502.2509803921,1309649.247058824
吉林省,220000,吉林市,220200,2013,2759395.905882353,1479271.6431372548,4479991.956862746
吉林省,220000,辽源市,220400,2013,670912.3058823529,498176.4431372549,1184816.4705882357
吉林省,220000,四平市,220300,2013,1602717.8862745098,714427.0352941176,2323776.015686274
吉林省,220000,松原市,220700,2013,2296477.450980392,615350.1568627451,2914937.54117647
吉林省,220000,通化市,220500,2013,1189461.356862745,898548.3294117647,2347064.0352941183
吉林省,220000,长春市,220100,2013,4562674.733333335,4299572.294117646,8873424.066666668
江苏省,320000,常州市,320400,2013,527766.2,3077977.733333333,4659037.564705882
江苏省,320000,淮安市,320800,2013,3005564.258823529,1612704.925490196,4857239.341176471
江苏省,320000,连云港市,320700,2013,2826681.1529411767,1474642.8392156863,4434027.007843139
江苏省,320000,南京市,320100,2013,1094456.3843137256,5841027.533333334,8101875.792156863
江苏省,320000,南通市,320600,2013,4425612.584313726,2269536.0705882353,7371571.8078431375
江苏省,320000,苏州市,320500,2013,909401.3725490195,7822157.294117647,1.0577708301960787E7
江苏省,320000,宿迁市,321300,2013,3112787.1098039215,1243776.7019607844,4777754.847058824
江苏省,320000,泰州市,321200,2013,2187809.1176470593,1517869.6078431373,4676049.188235295
江苏省,320000,无锡市,320200,2013,499564.7490196079,4839197.015686275,6454917.1215686295
江苏省,320000,徐州市,320300,2013,5337969.156862746,2994596.945098039,8658544.450980393
江苏省,320000,盐城市,320900,2013,5240292.654901961,1687632.3921568627,7352467.180392157
江苏省,320000,扬州市,321000,2013,2032123.7764705883,1905797.3568627452,4516887.788235295
江苏省,320000,镇江市,321100,2013,826918.207843137,1623634.160784314,3155862.9137254907
江西省,360000,抚州市,361000,2013,1107379.8980392157,609156.0,3958044.0470588235
江西省,360000,赣州市,360700,2013,430612.8431372549,1196414.0,8469595.078431372
江西省,360000,吉安市,360800,2013,1489045.0039215686,446699.5882352941,4863179.498039216
江西省,360000,景德镇市,360200,2013,347195.6627450981,581148.0,1604103.7882352942
江西省,360000,九江市,360400,2013,1269122.925490196,762596.9176470588,4807842.019607844
江西省,360000,南昌市,360100,2013,1802486.9725490196,2698915.3215686274,5108636.215686273
江西省,360000,萍乡市,360300,2013,115081.72549019608,519281.0,1878375.2705882355
江西省,360000,上饶市,361100,2013,1809277.4392156862,888257.0,6664414.643137255
江西省,360000,新余市,360500,2013,384452.25098039216,346673.0,1140028.0823529416
江西省,360000,宜春市,360900,2013,2130700.819607843,839944.9294117647,5501142.243137255
江西省,360000,鹰潭市,360600,2013,279566.568627451,270813.0,1139030.6156862746
辽宁省,210000,鞍山市,210300,2013,1399393.5921568626,2190589.3294117646,3671085.8274509795
辽宁省,210000,本溪市,210500,2013,361608.3843137255,1078069.1411764706,1729267.3568627448
辽宁省,210000,朝阳市,211300,2013,2340945.91372549,729031.2784313725,3079535.215686274
