province,province_id,city,city_id,year,urban_midlight,agriculture_midlight,total_midlight
西藏自治区,540000,那曲市,540600,2001,0.0,0.0,0.0
西藏自治区,540000,日喀则市,540200,2001,0.0,0.0,0.0
西藏自治区,540000,山南市,540500,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,哈密市,650500,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,克拉玛依市,650200,2001,11.27867305278778,0.0,0.0
新疆维吾尔自治区,650000,吐鲁番市,650400,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,乌鲁木齐市,650100,2001,4.460928432736027,0.0,0.0
新疆维吾尔自治区,650000,巴音郭楞蒙古自治州,652800,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,博尔塔拉蒙古自治州,652700,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,昌吉回族自治州,652300,2001,1.208815909162318,0.0,0.0
新疆维吾尔自治区,650000,克孜勒苏柯尔克孜自治州,653000,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,伊犁哈萨克自治州,654000,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,阿拉尔市,659002,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,北屯市,659005,2001,1.307577854574891,0.0,0.0
新疆维吾尔自治区,650000,胡杨河市,659010,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,可克达拉市,659008,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,昆玉市,659009,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,石河子市,659001,2001,7.346438566843669,0.0,0.0
新疆维吾尔自治区,650000,双河市,659007,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,铁门关市,659006,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,图木舒克市,659003,2001,0.0,0.0,0.0
新疆维吾尔自治区,650000,五家渠市,659004,2001,2.7949968576431274,0.0,0.0
新疆维吾尔自治区,650000,新星市,659011,2001,0.0,0.0,0.0
澳门特别行政区,820000,澳门特别行政区,820000,2001,17.939990997314453,0.0,0.0
香港特别行政区,810000,香港特别行政区,810000,2001,16.51982053120931,6.625695109367371,2.463827648002394
黑龙江省,230000,大兴安岭地区,232700,2002,0.0,0.0,0.0
台湾省,710000,台湾省,710000,2002,14.50911615149259,1.2406942729850732,0.0
安徽省,340000,安庆市,340800,2002,0.0,0.0,0.0
